time,site,et,hectares,megaliters
2016-06-14,US-Bi2,3.11,2.129,0.066
2016-06-14,US-Tw3,3.817,2.13,0.081
2016-06-14,US-Twt,3.305,2.125,0.07
2016-06-15,US-Bi1,4.556,2.126,0.097
2016-06-15,US-Bi2,2.64,2.129,0.056
2016-06-15,US-Tw3,3.212,2.13,0.068
2016-06-15,US-Twt,2.755,2.125,0.059
2016-06-16,US-Bi1,4.898,2.126,0.104
2016-06-16,US-Bi2,2.903,2.129,0.062
2016-06-16,US-Tw3,3.522,2.13,0.075
2016-06-16,US-Twt,2.993,2.125,0.064
2016-06-17,US-Bi1,3.021,2.126,0.064
2016-06-17,US-Bi2,1.832,2.129,0.039
2016-06-17,US-Tw3,2.092,2.13,0.045
2016-06-17,US-Twt,1.761,2.125,0.037
2016-06-18,US-Bi1,5.058,2.126,0.108
2016-06-18,US-Bi2,3.138,2.129,0.067
2016-06-18,US-Tw3,3.862,2.13,0.082
2016-06-18,US-Twt,3.22,2.125,0.068
2016-06-19,US-Bi1,5.525,2.126,0.117
2016-06-19,US-Bi2,3.509,2.129,0.075
2016-06-19,US-Tw3,4.358,2.13,0.093
2016-06-19,US-Twt,3.601,2.125,0.077
2016-06-20,US-Bi1,6.172,2.126,0.131
2016-06-20,US-Bi2,4.143,2.129,0.088
2016-06-20,US-Tw3,4.96,2.13,0.106
2016-06-20,US-Twt,4.194,2.125,0.089
2016-06-21,US-Bi1,6.464,2.126,0.137
2016-06-21,US-Bi2,4.592,2.129,0.098
2016-06-21,US-Tw3,5.517,2.13,0.118
2016-06-21,US-Twt,4.769,2.125,0.101
2016-06-22,US-Bi1,5.87,2.126,0.125
2016-06-22,US-Bi2,4.416,2.129,0.094
2016-06-22,US-Tw3,5.166,2.13,0.11
2016-06-22,US-Twt,4.559,2.125,0.097
2016-06-23,US-Bi1,5.711,2.126,0.121
2016-06-23,US-Bi2,4.556,2.129,0.097
2016-06-23,US-Tw3,5.364,2.13,0.114
2016-06-23,US-Twt,4.828,2.125,0.103
2016-06-24,US-Bi1,5.285,2.126,0.112
2016-06-24,US-Bi2,4.477,2.129,0.095
2016-06-24,US-Tw3,5.375,2.13,0.114
2016-06-24,US-Twt,4.931,2.125,0.105
2016-06-25,US-Bi1,5.563,2.126,0.118
2016-06-25,US-Bi2,5.01,2.129,0.107
2016-06-25,US-Tw3,5.833,2.13,0.124
2016-06-25,US-Twt,5.45,2.125,0.116
2016-06-26,US-Bi1,5.499,2.126,0.117
2016-06-26,US-Bi2,5.274,2.129,0.112
2016-06-26,US-Tw3,5.977,2.13,0.127
2016-06-26,US-Twt,5.682,2.125,0.121
2016-06-27,US-Bi1,4.905,2.126,0.104
2016-06-27,US-Bi2,5.018,2.129,0.107
2016-06-27,US-Tw3,5.86,2.13,0.125
2016-06-27,US-Twt,5.663,2.125,0.12
2016-06-28,US-Bi1,5.788,2.126,0.123
2016-06-28,US-Bi2,5.837,2.129,0.124
2016-06-28,US-Tw3,6.558,2.13,0.14
2016-06-28,US-Twt,6.652,2.125,0.141
2016-06-29,US-Bi1,5.553,2.126,0.118
2016-06-29,US-Bi2,5.53,2.129,0.118
2016-06-29,US-Tw3,5.946,2.13,0.127
2016-06-29,US-Twt,6.297,2.125,0.134
2016-06-30,US-Bi1,5.934,2.126,0.126
2016-06-30,US-Bi2,5.845,2.129,0.124
2016-06-30,US-Tw3,6.3,2.13,0.134
2016-06-30,US-Twt,6.934,2.125,0.147
2016-07-01,US-Bi1,5.782,2.126,0.123
2016-07-01,US-Bi2,5.639,2.129,0.12
2016-07-01,US-Tw3,5.983,2.13,0.127
2016-07-01,US-Twt,6.818,2.125,0.145
2016-07-02,US-Bi1,5.533,2.126,0.118
2016-07-02,US-Bi2,5.348,2.129,0.114
2016-07-02,US-Tw3,5.575,2.13,0.119
2016-07-02,US-Twt,6.557,2.125,0.139
2016-07-03,US-Bi1,6.085,2.126,0.129
2016-07-03,US-Bi2,5.835,2.129,0.124
2016-07-03,US-Tw3,5.907,2.13,0.126
2016-07-03,US-Twt,7.149,2.125,0.152
2016-07-04,US-Bi1,6.079,2.126,0.129
2016-07-04,US-Bi2,5.788,2.129,0.123
2016-07-04,US-Tw3,5.847,2.13,0.125
2016-07-04,US-Twt,7.266,2.125,0.154
2016-07-05,US-Bi1,6.04,2.126,0.128
2016-07-05,US-Bi2,5.713,2.129,0.122
2016-07-05,US-Tw3,5.774,2.13,0.123
2016-07-05,US-Twt,7.35,2.125,0.156
2016-07-06,US-Bi1,6.191,2.126,0.132
2016-07-06,US-Bi2,5.812,2.129,0.124
2016-07-06,US-Tw3,5.728,2.13,0.122
2016-07-06,US-Twt,7.573,2.125,0.161
2016-07-07,US-Bi1,5.658,2.126,0.12
2016-07-07,US-Bi2,5.268,2.129,0.112
2016-07-07,US-Tw3,4.991,2.13,0.106
2016-07-07,US-Twt,6.878,2.125,0.146
2016-07-08,US-Bi1,6.053,2.126,0.129
2016-07-08,US-Bi2,5.588,2.129,0.119
2016-07-08,US-Tw3,4.91,2.13,0.105
2016-07-08,US-Twt,7.082,2.125,0.15
2016-07-09,US-Bi1,5.452,2.126,0.116
2016-07-09,US-Bi2,4.989,2.129,0.106
2016-07-09,US-Tw3,4.291,2.13,0.091
2016-07-09,US-Twt,6.511,2.125,0.138
2016-07-10,US-Bi1,5.988,2.126,0.127
2016-07-10,US-Bi2,5.428,2.129,0.116
2016-07-10,US-Tw3,4.57,2.13,0.097
2016-07-10,US-Twt,7.336,2.125,0.156
2016-07-11,US-Bi1,6.421,2.126,0.137
2016-07-11,US-Bi2,5.763,2.129,0.123
2016-07-11,US-Tw3,4.424,2.13,0.094
2016-07-11,US-Twt,7.568,2.125,0.161
2016-07-12,US-Bi1,6.064,2.126,0.129
2016-07-12,US-Bi2,5.387,2.129,0.115
2016-07-12,US-Tw3,3.852,2.13,0.082
2016-07-12,US-Twt,7.083,2.125,0.151
2016-07-13,US-Bi1,6.394,2.126,0.136
2016-07-13,US-Bi2,5.619,2.129,0.12
2016-07-13,US-Tw3,3.729,2.13,0.079
2016-07-13,US-Twt,7.451,2.125,0.158
2016-07-14,US-Bi1,6.224,2.126,0.132
2016-07-14,US-Bi2,5.895,2.129,0.126
2016-07-14,US-Tw3,4.013,2.13,0.085
2016-07-14,US-Twt,7.722,2.125,0.164
2016-07-15,US-Bi1,5.301,2.126,0.113
2016-07-15,US-Bi2,5.442,2.129,0.116
2016-07-15,US-Tw3,3.763,2.13,0.08
2016-07-15,US-Twt,6.985,2.125,0.148
2016-07-16,US-Bi1,4.571,2.126,0.097
2016-07-16,US-Bi2,5.121,2.129,0.109
2016-07-16,US-Tw3,3.67,2.13,0.078
2016-07-16,US-Twt,6.581,2.125,0.14
2016-07-17,US-Bi1,3.839,2.126,0.082
2016-07-17,US-Bi2,4.731,2.129,0.101
2016-07-17,US-Tw3,3.608,2.13,0.077
2016-07-17,US-Twt,6.26,2.125,0.133
2016-07-18,US-Bi1,3.269,2.126,0.069
2016-07-18,US-Bi2,4.473,2.129,0.095
2016-07-18,US-Tw3,3.432,2.13,0.073
2016-07-18,US-Twt,5.768,2.125,0.123
2016-07-19,US-Bi1,3.088,2.126,0.066
2016-07-19,US-Bi2,4.75,2.129,0.101
2016-07-19,US-Tw3,3.81,2.13,0.081
2016-07-19,US-Twt,6.208,2.125,0.132
2016-07-20,US-Bi1,2.98,2.126,0.063
2016-07-20,US-Bi2,5.228,2.129,0.111
2016-07-20,US-Tw3,4.366,2.13,0.093
2016-07-20,US-Twt,6.906,2.125,0.147
2016-07-21,US-Bi1,2.469,2.126,0.052
2016-07-21,US-Bi2,5.037,2.129,0.107
2016-07-21,US-Tw3,4.227,2.13,0.09
2016-07-21,US-Twt,6.496,2.125,0.138
2016-07-22,US-Bi1,2.988,2.126,0.064
2016-07-22,US-Bi2,5.571,2.129,0.119
2016-07-22,US-Tw3,4.839,2.13,0.103
2016-07-22,US-Twt,7.254,2.125,0.154
2016-07-23,US-Bi1,3.631,2.126,0.077
2016-07-23,US-Bi2,6.222,2.129,0.132
2016-07-23,US-Tw3,5.464,2.13,0.116
2016-07-23,US-Twt,7.99,2.125,0.17
2016-07-24,US-Bi1,3.76,2.126,0.08
2016-07-24,US-Bi2,5.949,2.129,0.127
2016-07-24,US-Tw3,5.584,2.13,0.119
2016-07-24,US-Twt,7.964,2.125,0.169
2016-07-25,US-Bi1,3.786,2.126,0.08
2016-07-25,US-Bi2,5.554,2.129,0.118
2016-07-25,US-Tw3,5.24,2.13,0.112
2016-07-25,US-Twt,7.288,2.125,0.155
2016-07-26,US-Bi1,4.109,2.126,0.087
2016-07-26,US-Bi2,5.607,2.129,0.119
2016-07-26,US-Tw3,5.298,2.13,0.113
2016-07-26,US-Twt,7.187,2.125,0.153
2016-07-27,US-Bi1,4.637,2.126,0.099
2016-07-27,US-Bi2,5.907,2.129,0.126
2016-07-27,US-Tw3,5.773,2.13,0.123
2016-07-27,US-Twt,7.637,2.125,0.162
2016-07-28,US-Bi1,4.837,2.126,0.103
2016-07-28,US-Bi2,5.766,2.129,0.123
2016-07-28,US-Tw3,5.776,2.13,0.123
2016-07-28,US-Twt,7.45,2.125,0.158
2016-07-29,US-Bi1,5.249,2.126,0.112
2016-07-29,US-Bi2,5.87,2.129,0.125
2016-07-29,US-Tw3,5.96,2.13,0.127
2016-07-29,US-Twt,7.495,2.125,0.159
2016-07-30,US-Bi1,5.074,2.126,0.108
2016-07-30,US-Bi2,5.563,2.129,0.118
2016-07-30,US-Tw3,5.265,2.13,0.112
2016-07-30,US-Twt,6.963,2.125,0.148
2016-07-31,US-Bi1,4.467,2.126,0.095
2016-07-31,US-Bi2,4.812,2.129,0.102
2016-07-31,US-Tw3,4.237,2.13,0.09
2016-07-31,US-Twt,5.888,2.125,0.125
2016-08-01,US-Bi1,4.567,2.126,0.097
2016-08-01,US-Bi2,4.841,2.129,0.103
2016-08-01,US-Tw3,4.125,2.13,0.088
2016-08-01,US-Twt,6.018,2.125,0.128
2016-08-02,US-Bi1,5.021,2.126,0.107
2016-08-02,US-Bi2,5.244,2.129,0.112
2016-08-02,US-Tw3,4.397,2.13,0.094
2016-08-02,US-Twt,6.732,2.125,0.143
2016-08-03,US-Bi1,5.781,2.126,0.123
2016-08-03,US-Bi2,5.957,2.129,0.127
2016-08-03,US-Tw3,4.658,2.13,0.099
2016-08-03,US-Twt,7.477,2.125,0.159
2016-08-04,US-Bi1,4.568,2.126,0.097
2016-08-04,US-Bi2,4.65,2.129,0.099
2016-08-04,US-Tw3,3.418,2.13,0.073
2016-08-04,US-Twt,5.75,2.125,0.122
2016-08-05,US-Bi1,4.705,2.126,0.1
2016-08-05,US-Bi2,4.735,2.129,0.101
2016-08-05,US-Tw3,3.357,2.13,0.072
2016-08-05,US-Twt,5.915,2.125,0.126
2016-08-06,US-Bi1,5.326,2.126,0.113
2016-08-06,US-Bi2,5.304,2.129,0.113
2016-08-06,US-Tw3,3.508,2.13,0.075
2016-08-06,US-Twt,6.472,2.125,0.138
2016-08-07,US-Bi1,5.562,2.126,0.118
2016-08-07,US-Bi2,5.485,2.129,0.117
2016-08-07,US-Tw3,3.577,2.13,0.076
2016-08-07,US-Twt,6.802,2.125,0.145
2016-08-08,US-Bi1,5.867,2.126,0.125
2016-08-08,US-Bi2,5.727,2.129,0.122
2016-08-08,US-Tw3,3.666,2.13,0.078
2016-08-08,US-Twt,7.202,2.125,0.153
2016-08-09,US-Bi1,5.69,2.126,0.121
2016-08-09,US-Bi2,5.496,2.129,0.117
2016-08-09,US-Tw3,3.497,2.13,0.074
2016-08-09,US-Twt,7.119,2.125,0.151
2016-08-10,US-Bi1,5.364,2.126,0.114
2016-08-10,US-Bi2,5.123,2.129,0.109
2016-08-10,US-Tw3,3.028,2.13,0.064
2016-08-10,US-Twt,6.408,2.125,0.136
2016-08-11,US-Bi1,5.422,2.126,0.115
2016-08-11,US-Bi2,5.118,2.129,0.109
2016-08-11,US-Tw3,2.867,2.13,0.061
2016-08-11,US-Twt,6.332,2.125,0.135
2016-08-12,US-Bi1,5.474,2.126,0.116
2016-08-12,US-Bi2,5.104,2.129,0.109
2016-08-12,US-Tw3,2.774,2.13,0.059
2016-08-12,US-Twt,6.42,2.125,0.136
2016-08-13,US-Bi1,5.521,2.126,0.117
2016-08-13,US-Bi2,5.083,2.129,0.108
2016-08-13,US-Tw3,2.698,2.13,0.057
2016-08-13,US-Twt,6.576,2.125,0.14
2016-08-14,US-Bi1,5.634,2.126,0.12
2016-08-14,US-Bi2,5.117,2.129,0.109
2016-08-14,US-Tw3,2.507,2.13,0.053
2016-08-14,US-Twt,6.475,2.125,0.138
2016-08-15,US-Bi1,4.727,2.126,0.1
2016-08-15,US-Bi2,4.579,2.129,0.097
2016-08-15,US-Tw3,2.534,2.13,0.054
2016-08-15,US-Twt,5.754,2.125,0.122
2016-08-16,US-Bi1,4.599,2.126,0.098
2016-08-16,US-Bi2,4.756,2.129,0.101
2016-08-16,US-Tw3,2.951,2.13,0.063
2016-08-16,US-Twt,5.997,2.125,0.127
2016-08-17,US-Bi1,4.528,2.126,0.096
2016-08-17,US-Bi2,5.006,2.129,0.107
2016-08-17,US-Tw3,3.432,2.13,0.073
2016-08-17,US-Twt,6.327,2.125,0.134
2016-08-18,US-Bi1,4.085,2.126,0.087
2016-08-18,US-Bi2,4.836,2.129,0.103
2016-08-18,US-Tw3,3.542,2.13,0.075
2016-08-18,US-Twt,5.99,2.125,0.127
2016-08-19,US-Bi1,3.952,2.126,0.084
2016-08-19,US-Bi2,5.017,2.129,0.107
2016-08-19,US-Tw3,3.769,2.13,0.08
2016-08-19,US-Twt,5.897,2.125,0.125
2016-08-20,US-Bi1,3.703,2.126,0.079
2016-08-20,US-Bi2,5.052,2.129,0.108
2016-08-20,US-Tw3,4.096,2.13,0.087
2016-08-20,US-Twt,5.974,2.125,0.127
2016-08-21,US-Bi1,3.409,2.126,0.072
2016-08-21,US-Bi2,5.008,2.129,0.107
2016-08-21,US-Tw3,4.294,2.13,0.091
2016-08-21,US-Twt,5.875,2.125,0.125
2016-08-22,US-Bi1,3.028,2.126,0.064
2016-08-22,US-Bi2,4.803,2.129,0.102
2016-08-22,US-Tw3,4.336,2.13,0.092
2016-08-22,US-Twt,5.593,2.125,0.119
2016-08-23,US-Bi1,3.083,2.126,0.066
2016-08-23,US-Bi2,4.64,2.129,0.099
2016-08-23,US-Tw3,4.291,2.13,0.091
2016-08-23,US-Twt,5.449,2.125,0.116
2016-08-24,US-Bi1,3.499,2.126,0.074
2016-08-24,US-Bi2,5.004,2.129,0.107
2016-08-24,US-Tw3,4.802,2.13,0.102
2016-08-24,US-Twt,6.003,2.125,0.128
2016-08-25,US-Bi1,3.451,2.126,0.073
2016-08-25,US-Bi2,4.69,2.129,0.1
2016-08-25,US-Tw3,4.548,2.13,0.097
2016-08-25,US-Twt,5.597,2.125,0.119
2016-08-26,US-Bi1,3.003,2.126,0.064
2016-08-26,US-Bi2,3.882,2.129,0.083
2016-08-26,US-Tw3,3.799,2.13,0.081
2016-08-26,US-Twt,4.602,2.125,0.098
2016-08-27,US-Bi1,3.095,2.126,0.066
2016-08-27,US-Bi2,3.807,2.129,0.081
2016-08-27,US-Tw3,3.819,2.13,0.081
2016-08-27,US-Twt,4.554,2.125,0.097
2016-08-28,US-Bi1,3.481,2.126,0.074
2016-08-28,US-Bi2,4.078,2.129,0.087
2016-08-28,US-Tw3,4.409,2.13,0.094
2016-08-28,US-Twt,5.173,2.125,0.11
2016-08-29,US-Bi1,3.763,2.126,0.08
2016-08-29,US-Bi2,4.199,2.129,0.089
2016-08-29,US-Tw3,4.575,2.13,0.097
2016-08-29,US-Twt,5.283,2.125,0.112
2016-08-30,US-Bi1,4.118,2.126,0.088
2016-08-30,US-Bi2,4.378,2.129,0.093
2016-08-30,US-Tw3,5.031,2.13,0.107
2016-08-30,US-Twt,5.716,2.125,0.121
2016-08-31,US-Bi1,4.018,2.126,0.085
2016-08-31,US-Bi2,3.934,2.129,0.084
2016-08-31,US-Tw3,4.69,2.13,0.1
2016-08-31,US-Twt,5.311,2.125,0.113
2016-09-01,US-Bi1,3.681,2.126,0.078
2016-09-01,US-Bi2,3.299,2.129,0.07
2016-09-01,US-Tw3,4.263,2.13,0.091
2016-09-01,US-Twt,4.812,2.125,0.102
2016-09-02,US-Bi1,3.964,2.126,0.084
2016-09-02,US-Bi2,3.227,2.129,0.069
2016-09-02,US-Tw3,4.5,2.13,0.096
2016-09-02,US-Twt,5.062,2.125,0.108
2016-09-03,US-Bi1,3.661,2.126,0.078
2016-09-03,US-Bi2,2.685,2.129,0.057
2016-09-03,US-Tw3,4.095,2.13,0.087
2016-09-03,US-Twt,4.589,2.125,0.098
2016-09-04,US-Bi1,3.486,2.126,0.074
2016-09-04,US-Bi2,2.277,2.129,0.048
2016-09-04,US-Tw3,3.907,2.13,0.083
2016-09-04,US-Twt,4.363,2.125,0.093
2016-09-05,US-Bi1,3.97,2.126,0.084
2016-09-05,US-Bi2,2.28,2.129,0.049
2016-09-05,US-Tw3,4.274,2.13,0.091
2016-09-05,US-Twt,4.756,2.125,0.101
2016-09-06,US-Bi1,4.26,2.126,0.091
2016-09-06,US-Bi2,2.114,2.129,0.045
2016-09-06,US-Tw3,4.632,2.13,0.099
2016-09-06,US-Twt,5.134,2.125,0.109
2016-09-07,US-Bi1,4.352,2.126,0.093
2016-09-07,US-Bi2,1.824,2.129,0.039
2016-09-07,US-Tw3,4.575,2.13,0.097
2016-09-07,US-Twt,5.051,2.125,0.107
2016-09-08,US-Bi1,4.088,2.126,0.087
2016-09-08,US-Bi2,1.739,2.129,0.037
2016-09-08,US-Tw3,3.959,2.13,0.084
2016-09-08,US-Twt,4.342,2.125,0.092
2016-09-09,US-Bi1,4.089,2.126,0.087
2016-09-09,US-Bi2,1.765,2.129,0.038
2016-09-09,US-Tw3,4.223,2.13,0.09
2016-09-09,US-Twt,4.603,2.125,0.098
2016-09-10,US-Bi1,4.581,2.126,0.097
2016-09-10,US-Bi2,2.005,2.129,0.043
2016-09-10,US-Tw3,4.564,2.13,0.097
2016-09-10,US-Twt,4.943,2.125,0.105
2016-09-11,US-Bi1,3.44,2.126,0.073
2016-09-11,US-Bi2,1.525,2.129,0.032
2016-09-11,US-Tw3,3.488,2.13,0.074
2016-09-11,US-Twt,3.755,2.125,0.08
2016-09-12,US-Bi1,3.132,2.126,0.067
2016-09-12,US-Bi2,1.407,2.129,0.03
2016-09-12,US-Tw3,3.175,2.13,0.068
2016-09-12,US-Twt,3.398,2.125,0.072
2016-09-13,US-Bi1,2.961,2.126,0.063
2016-09-13,US-Bi2,1.346,2.129,0.029
2016-09-13,US-Tw3,2.998,2.13,0.064
2016-09-13,US-Twt,3.19,2.125,0.068
2016-09-14,US-Bi1,3.459,2.126,0.074
2016-09-14,US-Bi2,1.59,2.129,0.034
2016-09-14,US-Tw3,3.557,2.13,0.076
2016-09-14,US-Twt,3.763,2.125,0.08
2016-09-15,US-Bi1,3.971,2.126,0.084
2016-09-15,US-Bi2,1.846,2.129,0.039
2016-09-15,US-Tw3,4.205,2.13,0.09
2016-09-15,US-Twt,4.423,2.125,0.094
2016-09-16,US-Bi1,4.076,2.126,0.087
2016-09-16,US-Bi2,1.827,2.129,0.039
2016-09-16,US-Tw3,4.227,2.13,0.09
2016-09-16,US-Twt,4.523,2.125,0.096
2016-09-17,US-Bi1,4.446,2.126,0.095
2016-09-17,US-Bi2,1.886,2.129,0.04
2016-09-17,US-Tw3,4.453,2.13,0.095
2016-09-17,US-Twt,4.85,2.125,0.103
2016-09-18,US-Bi1,4.083,2.126,0.087
2016-09-18,US-Bi2,1.632,2.129,0.035
2016-09-18,US-Tw3,4.109,2.13,0.088
2016-09-18,US-Twt,4.559,2.125,0.097
2016-09-19,US-Bi1,4.928,2.126,0.105
2016-09-19,US-Bi2,1.844,2.129,0.039
2016-09-19,US-Tw3,4.773,2.13,0.102
2016-09-19,US-Twt,5.398,2.125,0.115
2016-09-20,US-Bi1,4.15,2.126,0.088
2016-09-20,US-Bi2,1.444,2.129,0.031
2016-09-20,US-Tw3,3.974,2.13,0.085
2016-09-20,US-Twt,4.586,2.125,0.097
2016-09-21,US-Bi1,3.057,2.126,0.065
2016-09-21,US-Bi2,0.98,2.129,0.021
2016-09-21,US-Tw3,2.971,2.13,0.063
2016-09-21,US-Twt,3.503,2.125,0.074
2016-09-22,US-Bi1,3.201,2.126,0.068
2016-09-22,US-Bi2,0.935,2.129,0.02
2016-09-22,US-Tw3,3.164,2.13,0.067
2016-09-22,US-Twt,3.814,2.125,0.081
2016-09-23,US-Bi1,3.534,2.126,0.075
2016-09-23,US-Bi2,0.929,2.129,0.02
2016-09-23,US-Tw3,3.162,2.13,0.067
2016-09-23,US-Twt,3.903,2.125,0.083
2016-09-24,US-Bi1,3.517,2.126,0.075
2016-09-24,US-Bi2,1.013,2.129,0.022
2016-09-24,US-Tw3,3.255,2.13,0.069
2016-09-24,US-Twt,4.019,2.125,0.085
2016-09-25,US-Bi1,2.56,2.126,0.054
2016-09-25,US-Bi2,0.805,2.129,0.017
2016-09-25,US-Tw3,2.496,2.13,0.053
2016-09-25,US-Twt,3.082,2.125,0.065
2016-09-26,US-Bi1,2.986,2.126,0.063
2016-09-26,US-Bi2,1.021,2.129,0.022
2016-09-26,US-Tw3,2.93,2.13,0.062
2016-09-26,US-Twt,3.617,2.125,0.077
2016-09-27,US-Bi1,3.209,2.126,0.068
2016-09-27,US-Bi2,1.191,2.129,0.025
2016-09-27,US-Tw3,3.134,2.13,0.067
2016-09-27,US-Twt,3.87,2.125,0.082
2016-09-28,US-Bi1,3.186,2.126,0.068
2016-09-28,US-Bi2,1.28,2.129,0.027
2016-09-28,US-Tw3,3.168,2.13,0.067
2016-09-28,US-Twt,3.912,2.125,0.083
2016-09-29,US-Bi1,2.821,2.126,0.06
2016-09-29,US-Bi2,1.224,2.129,0.026
2016-09-29,US-Tw3,2.87,2.13,0.061
2016-09-29,US-Twt,3.545,2.125,0.075
2016-09-30,US-Bi1,2.471,2.126,0.053
2016-09-30,US-Bi2,1.156,2.129,0.025
2016-09-30,US-Tw3,2.577,2.13,0.055
2016-09-30,US-Twt,3.182,2.125,0.068
2016-10-01,US-Bi1,2.588,2.126,0.055
2016-10-01,US-Bi2,1.304,2.129,0.028
2016-10-01,US-Tw3,2.833,2.13,0.06
2016-10-01,US-Twt,3.499,2.125,0.074
2016-10-02,US-Bi1,2.258,2.126,0.048
2016-10-02,US-Bi2,1.049,2.129,0.022
2016-10-02,US-Tw3,2.319,2.13,0.049
2016-10-02,US-Twt,2.789,2.125,0.059
2016-10-03,US-Bi1,1.02,2.126,0.022
2016-10-03,US-Bi2,0.435,2.129,0.009
2016-10-03,US-Tw3,1.079,2.13,0.023
2016-10-03,US-Twt,1.263,2.125,0.027
2016-10-04,US-Bi1,2.06,2.126,0.044
2016-10-04,US-Bi2,0.801,2.129,0.017
2016-10-04,US-Tw3,2.173,2.13,0.046
2016-10-04,US-Twt,2.477,2.125,0.053
2016-10-05,US-Bi1,2.569,2.126,0.055
2016-10-05,US-Bi2,0.904,2.129,0.019
2016-10-05,US-Tw3,2.798,2.13,0.06
2016-10-05,US-Twt,3.102,2.125,0.066
2016-10-06,US-Bi1,2.779,2.126,0.059
2016-10-06,US-Bi2,0.878,2.129,0.019
2016-10-06,US-Tw3,2.88,2.13,0.061
2016-10-06,US-Twt,3.105,2.125,0.066
2016-10-07,US-Bi1,2.306,2.126,0.049
2016-10-07,US-Bi2,0.647,2.129,0.014
2016-10-07,US-Tw3,2.469,2.13,0.053
2016-10-07,US-Twt,2.588,2.125,0.055
2016-10-08,US-Bi1,2.328,2.126,0.049
2016-10-08,US-Bi2,0.571,2.129,0.012
2016-10-08,US-Tw3,2.611,2.13,0.056
2016-10-08,US-Twt,2.66,2.125,0.057
2016-10-09,US-Bi1,2.794,2.126,0.059
2016-10-09,US-Bi2,0.59,2.129,0.013
2016-10-09,US-Tw3,2.943,2.13,0.063
2016-10-09,US-Twt,2.913,2.125,0.062
2016-10-10,US-Bi1,2.767,2.126,0.059
2016-10-10,US-Bi2,1.148,2.129,0.024
2016-10-10,US-Tw3,2.998,2.13,0.064
2016-10-10,US-Twt,3.008,2.125,0.064
2016-10-11,US-Bi1,2.216,2.126,0.047
2016-10-11,US-Bi2,1.32,2.129,0.028
2016-10-11,US-Tw3,2.565,2.13,0.055
2016-10-11,US-Twt,2.601,2.125,0.055
2016-10-12,US-Bi1,2.491,2.126,0.053
2016-10-12,US-Bi2,1.887,2.129,0.04
2016-10-12,US-Tw3,3.112,2.13,0.066
2016-10-12,US-Twt,3.183,2.125,0.068
2016-10-13,US-Bi1,1.828,2.126,0.039
2016-10-13,US-Bi2,1.651,2.129,0.035
2016-10-13,US-Tw3,2.54,2.13,0.054
2016-10-13,US-Twt,2.616,2.125,0.056
2016-10-14,US-Bi1,0.668,2.126,0.014
2016-10-14,US-Bi2,0.691,2.129,0.015
2016-10-14,US-Tw3,0.958,2.13,0.02
2016-10-14,US-Twt,0.992,2.125,0.021
2016-10-15,US-Bi1,1.137,2.126,0.024
2016-10-15,US-Bi2,1.312,2.129,0.028
2016-10-15,US-Tw3,1.728,2.13,0.037
2016-10-15,US-Twt,1.799,2.125,0.038
2016-10-16,US-Bi1,0.64,2.126,0.014
2016-10-16,US-Bi2,0.809,2.129,0.017
2016-10-16,US-Tw3,1.364,2.13,0.029
2016-10-16,US-Twt,1.425,2.125,0.03
2016-10-17,US-Bi1,1.908,2.126,0.041
2016-10-17,US-Bi2,2.602,2.129,0.055
2016-10-17,US-Tw3,3.054,2.13,0.065
2016-10-17,US-Twt,3.202,2.125,0.068
2016-10-18,US-Bi1,2.582,2.126,0.055
2016-10-18,US-Bi2,3.628,2.129,0.077
2016-10-18,US-Tw3,4.25,2.13,0.091
2016-10-18,US-Twt,4.434,2.125,0.094
2016-10-19,US-Bi1,3.058,2.126,0.065
2016-10-19,US-Bi2,4.21,2.129,0.09
2016-10-19,US-Tw3,4.915,2.13,0.105
2016-10-19,US-Twt,5.102,2.125,0.108
2016-10-20,US-Bi1,2.217,2.126,0.047
2016-10-20,US-Bi2,2.991,2.129,0.064
2016-10-20,US-Tw3,3.854,2.13,0.082
2016-10-20,US-Twt,3.98,2.125,0.085
2016-10-21,US-Bi1,2.61,2.126,0.055
2016-10-21,US-Bi2,3.451,2.129,0.073
2016-10-21,US-Tw3,4.653,2.13,0.099
2016-10-21,US-Twt,4.78,2.125,0.102
2016-10-22,US-Bi1,2.74,2.126,0.058
2016-10-22,US-Bi2,3.55,2.129,0.076
2016-10-22,US-Tw3,4.521,2.13,0.096
2016-10-22,US-Twt,4.62,2.125,0.098
2016-10-23,US-Bi1,2.223,2.126,0.047
2016-10-23,US-Bi2,2.825,2.129,0.06
2016-10-23,US-Tw3,3.592,2.13,0.077
2016-10-23,US-Twt,3.651,2.125,0.078
2016-10-24,US-Bi1,2.067,2.126,0.044
2016-10-24,US-Bi2,2.575,2.129,0.055
2016-10-24,US-Tw3,3.06,2.13,0.065
2016-10-24,US-Twt,3.095,2.125,0.066
2016-10-25,US-Bi1,0.953,2.126,0.02
2016-10-25,US-Bi2,1.164,2.129,0.025
2016-10-25,US-Tw3,1.597,2.13,0.034
2016-10-25,US-Twt,1.607,2.125,0.034
2016-10-26,US-Bi1,2.125,2.126,0.045
2016-10-26,US-Bi2,2.547,2.129,0.054
2016-10-26,US-Tw3,3.196,2.13,0.068
2016-10-26,US-Twt,3.197,2.125,0.068
2016-10-27,US-Bi1,0.881,2.126,0.019
2016-10-27,US-Bi2,1.036,2.129,0.022
2016-10-27,US-Tw3,1.332,2.13,0.028
2016-10-27,US-Twt,1.326,2.125,0.028
